st_x|st_y|count
-9291097.955859242|5089929.606068265|3
-9291098.95773466|5089933.769329583|2
-9290907.04293253|5089915.629418444|2
-9290907.488210496|5089896.300042573|2
-9290455.419758383|5089893.177608577|3
-9290140.051640965|5089782.108829797|3
-9290148.511922266|5089786.420712952|2
-9290243.801406385|5089545.850323884|2
-9290287.327327285|5089560.718529535|2
-9289959.157468427|5089437.015758157|3
-9289799.970596593|5089595.65890325|3
-9289955.372605741|5088585.710250757|3
-9289759.450301943|5086946.051759197|2
-9290659.691023989|5087105.248421487|2
-9290036.74715351|5087117.734545576|2
-9291267.49544372|5086656.799202883|2
-9291359.89062108|5086638.962741913|3
-9291549.245074918|5086655.312829874|4
-9291358.77742617|5086730.67223067|4
-9291371.690487104|5086792.208747035|4
-9291379.371531967|5086799.343441045|5
-9291446.385865424|5086813.464205209|4
-9291277.29155891|5086884.514259254|4
-9291285.751840211|5086892.838149281|4
-9291552.25070117|5086917.661221207|3
-9291569.839180714|5086813.464205209|3
-9291238.663695605|5087097.667568335|4
-9291251.688076029|5087097.667568335|4
-9290026.505760357|5088584.07491273|3
-9291440.485932413|5088343.385918623|3
-9291418.222034255|5088521.78360739|2
-9291418.222034255|5088492.050429591|2
-9291440.485932413|5088477.1838751435|2
-9291451.617881494|5088492.050429591|2
-9291451.617881494|5088521.78360739|2
-9291429.465302823|5088579.763568343|2
-9292099.942595871|5088577.384896408|2
-9292180.537907207|5088576.3442276195|3
-9292191.001939341|5087082.2085921755|2
-9294568.563623704|5088090.661520697|2
-9294390.452438435|5088090.661520697|2
-9294364.181038607|5088074.01167575|2
-9294245.40314193|5088564.896878386|2
-9294364.069719117|5088565.194211962|3
-9294600.623637052|5088564.599544819|2
-9294401.584387515|5088120.393458329|2
-9294761.814259721|5088565.045545169|4
-9294262.657663004|5089650.969030841|3
-9294265.440650273|5089821.3619063245|3
-9294057.718480455|5089822.997454654|4
-9294056.716605036|5089651.563765122|3
-9293291.840383796|5089657.065058976|2
-9292124.9894813|5090669.802768985|2
-9292126.659273664|5090771.0675336495|2
-9292127.327190608|5090835.157825384|2
-9293022.001938112|5090747.572823677|2
-9294061.725982122|5090140.00170771|3
-9294269.448151942|5090139.109561007|3
-9294294.161078898|5091826.306837327|3
-9294296.053510241|5091917.768344594|4
-9293112.94996209|5091819.019697733|2
-9293205.011180976|5091817.829961179|2
-9293203.341388615|5091732.6154633425|3
-9293113.061281582|5091669.560195261|3
-9292891.312855922|5091669.411480493|3
-9292891.758133885|5091821.250454167|3
-9292688.711382678|5091819.465848976|3
-9292685.371797955|5091736.18464182|3
-9292685.705756426|5091673.724209652|3
-9293200.335762365|5091508.354738168|2
-9293199.333886946|5091382.247555467|4
-9291571.508973077|5091785.260980208|2
-9290613.49343531|5091790.466061088|3
-9288924.220162522|5092930.446636261|3
-9289748.429672355|5092933.123853398|2
-9290004.575820671|5093277.152456477|2
-9290627.297052167|5092931.785244734|3
-9291582.974880628|5092929.405496466|3
-9288960.39899703|5095114.857394149|3
-9290402.431680765|5095146.8425793825|2
-9290030.179303553|5095110.245585518|5
-9291089.718216924|5095137.172628437|2
-9291719.118617868|5095105.485011189|2
-9292385.365770267|5095101.319510588|3
-9293256.440785725|5095092.244676232|2
-9292174.637974195|5094780.283857678|2
-9292153.041992981|5093374.279923216|2
-9294333.345539657|5093999.905462226|3
-9294411.269183213|5095081.384639828|4
-9294344.032210773|5094709.17546437|2
-9294340.469987068|5097258.397731217|2
-9294813.021225486|5097260.0345449075|3
-9294927.902939986|5097802.579241633|2
-9294414.052170483|5098541.745232686|4
-9294410.267307797|5098336.07666944|3
-9294408.374876453|5098208.83819194|3
-9293882.056323983|5098215.386095866|2
-9294106.253778439|5098339.350664192|3
-9294259.095439298|5098337.2672128575|3
-9294109.593363164|5098545.46576098|4
-9294256.31245203|5098710.212197646|3
-9294264.88405282|5098709.914550229|3
-9293803.019485518|5099016.793934091|2
-9294055.603410129|5099040.308859497|3
-9293950.51781082|5099041.2018324835|3
-9293955.638507396|5098943.570610889|3
-9294182.841588106|5098945.356538962|3
-9294144.547683273|5099039.56471541|3
-9294416.835157752|5098707.831018555|3
-9295062.154245881|5099437.243530872|2
-9294968.868512597|5099437.094695903|2
-9294316.75893553|5099170.534962816|3
-9294428.189745814|5099275.907775871|3
-9294431.084052576|5099428.164601883|5
-9294607.52544548|5099430.248289746|5
-9294652.943797726|5099431.438968729|3
-9294717.843060857|5099585.0377944615|5
-9294433.42176188|5099582.805235808|5
-9295061.152370464|5099579.0843058685|3
-9294442.104682162|5100174.451425866|3
-9294443.885794016|5100298.8878149595|3
-9294443.774474526|5100278.049072861|2
-9294440.323570311|5100050.016648359|2
-9294435.648151696|5099739.829792744|3
-9293892.742995098|5099744.592663003|3
-9293901.2032764|5100304.3952043485|2
-9293899.088206073|5100181.149515818|3
-9293629.1384409|5100244.111789611|3
-9293625.798856176|5100058.054252764|3
-9293483.19858847|5099595.456408381|3
-9294199.539511723|5099498.8614067575|3
-9293887.844937503|5099434.564501759|4
-9293957.530938739|5099433.522657302|2
-9294198.537636308|5099430.545959475|4
-9294194.418815147|5099278.735593271|5
-9294168.3700543|5099279.033258311|3
-9294309.189210154|5099277.098435728|3
-9294204.214930339|5099180.357803333|2
-9294153.453242537|5099173.065087442|3
-9294057.27320249|5099176.041705505|4
-9293955.527187906|5099280.819248732|3
-9293953.189478599|5099177.083522043|3
-9293808.919418532|5099436.648191005|3
-9293616.781977423|5099439.327220703|3
-9293344.605822433|5099443.048096529|2
-9293210.465836026|5099598.581994761|3
-9293078.88619791|5099599.772694602|3
-9293075.435293693|5099446.768973791|5
-9293085.78800634|5099906.085129912|2
-9293356.405688457|5100247.0887394855|3
-9290653.234493522|5100271.350915357|3
-9290114.670797067|5100267.778566598|2
-9290109.438780997|5100073.682947249|2
-9290107.768988637|5099945.974931467|4
-9290105.542598821|5099812.017298403|3
-9290103.98412595|5099646.061265262|2
-9290639.096918192|5099462.247838665|3
-9289744.644809667|5100104.196185935|4
-9289690.877495615|5100119.973801024|4
-9289605.050168213|5100040.788296036|3
-9289590.355995428|5100048.825892721|2
-9289575.550503153|5100057.607719011|3
-9289479.593102088|5099971.575936128|2
-9289495.511789273|5099962.496502248|2
-9288949.267047951|5100300.227449927|2
-9289015.947422937|5099546.191347857|2
-9288437.865307245|5099021.556445985|3
-9288986.336438386|5097285.330791951|2
-9290048.992297497|5096198.098633285|2
-9287898.07709639|5095930.587250043|3
-9287900.303486206|5096202.264609132|4
-9287794.43865046|5096200.627975546|3
-9287116.72559051|5095925.082366485|3
-9286981.361089706|5095801.297709192|3
-9286812.934700135|5095797.875800198|5
-9286670.33443243|5095720.957558594|3
-9286816.608243333|5095980.875251147|3
-9286677.013601879|5095979.536218124|2
-9286676.679643406|5096169.383206019|3
-9286644.396991076|5096168.490499811|3
-9287188.749301054|5096182.625024514|2
-9287337.138182282|5096187.832486224|3
-9286824.289288197|5096717.520470889|2
-9287597.848429719|5096417.707535238|3
-9287325.115677277|5097489.042408177|2
-9287279.25204707|5097972.670184839|3
-9287231.49598552|5097929.961152288|3
-9287141.88379543|5097878.4724664185|2
-9286914.124117268|5097644.395877808|3
-9286833.19484746|5097493.20894356|4
-9286829.743943246|5097249.469661438|5
-9287325.004357785|5097265.837795696|3
-9287203.888751803|5097262.266564027|4
-9287080.769394986|5097257.951327527|2
-9286959.653789|5097253.78489413|3
-9286333.59297278|5096927.767080199|2
-9286260.56738682|5097053.3518205555|3
-9286463.614138028|5097236.523974996|3
-9285748.831687642|5096596.701428532|3
-9286064.311124552|5096680.322328075|5
-9285745.60342241|5096144.685031496|3
-9286041.37930945|5095960.492213076|3
-9286042.93778232|5096151.826665803|3
-9286054.960287325|5096152.124234012|2
-9286236.188418336|5096156.736542461|3
-9286420.53349509|5096161.646421632|3
-9286347.841867601|5095841.021698376|3
-9285773.433295108|5099365.505342263|3
-9286843.770199087|5098282.502368327|4
-9286840.09665589|5097997.224244176|4
-9287088.895717813|5097994.247991217|4
-9287214.018825464|5098296.044732904|3
-9287091.790024573|5098291.431397774|3
-9286968.448028775|5098286.371613402|3
-9287362.519026183|5098048.564752781|2
-9288085.984396849|5099464.182698529|3
-9288087.988147682|5099653.503178457|2
-9287766.720097253|5100220.593918029|2
-9287763.825790493|5099961.901129835|2
-9287943.606768124|5099959.073111376|3
-9288089.21266208|5099796.537870071|2
-9287947.725589283|5100221.9335420765|5
-9288129.510317748|5100219.700835433|3
-9287686.013466429|5100851.279807329|2
-9286704.064238142|5100398.021307016|3
-9286704.175557632|5100556.994267461|3
-9287452.576494234|5100955.182469783|3
-9287954.51607822|5101505.379194771|3
-9287961.751845123|5101505.379194771|3
-9287702.488751065|5101506.718997981|2
-9287455.025523033|5101508.803136685|3
-9287146.559214044|5102152.525899431|2
-9286964.551846597|5102153.270284672|2
-9286964.217888124|5102326.118099742|4
-9286964.217888124|5102335.050887885|2
-9287028.671873296|5102330.584492775|5
-9287100.472944854|5102330.435612972|3
-9286976.908310076|5102493.4603775805|2
-9287155.019495344|5101511.185010038|3
-9286881.952784427|5101514.311219716|3
-9285798.146222066|5101526.518333912|3
-9285807.27442031|5103696.207119708|3
-9287117.282187965|5103685.039553251|3
-9287960.97260869|5103676.552211433|2
-9291448.834894221|5103941.003438642|2
-9291448.50093575|5103930.431205916|2
-9291293.655524056|5103934.302726409|3
-9291143.93080894|5103937.131915449|3
-9290925.633287493|5103930.133396717|3
-9290978.621365113|5103813.392900127|2
-9290908.601405403|5103812.797288988|3
-9290073.705224453|5103969.444291492|3
-9290072.814668527|5103847.342796161|3
-9290234.784527631|5103654.961638862|3
-9290071.367515147|5103656.450642306|3
-9290230.777025962|5103344.062775645|3
-9290747.967380188|5103650.345729644|3
-9290421.801272163|5103654.068236905|2
-9290578.650434691|5103652.13253295|3
-9290907.376891004|5103647.81442553|3
-9291141.815738615|5103644.985321727|2
-9291441.37648834|5103638.1359159555|3
-9291287.310313081|5103643.3474199|2
-9289763.569123102|5103509.040420985|2
-9289752.325854532|5103515.145243827|2
-9289787.836772095|5103580.213962522|5
-9289792.957468672|5103658.68414791|3
-9289819.006229518|5103658.386347133|2
-9289818.783590537|5103626.5217173435|3
-9289937.227528742|5102560.755425136|3
-9289932.77474911|5101692.506852994|3
-9288592.265440976|5101499.275649166|3
-9288579.018421572|5101499.424516087|3
-9288393.671469402|5101299.200594005|3
-9288585.474952037|5101242.0370578775|3
-9288591.931482505|5101391.0500089405|2
-9288585.586271528|5101342.52006278|4
-9288585.697591022|5101175.048971839|2
-9288892.605427137|5100400.402904995|3
-9289212.87160215|5100624.573457534|2
-9289873.664099498|5100323.745516433|2
-9289769.246417133|5100682.775299571|3
-9289792.957468672|5100655.237299674|3
-9289648.130811151|5100629.187912958|4
-9289898.933623908|5100813.023665943|3
-9289893.59028835|5100794.118936364|3
-9290381.280977516|5101476.052437926|3
-9290395.084594373|5101475.903571368|2
-9290826.670260178|5101190.232897068|2
-9290665.590957|5101042.860519048|3
-9290131.702679157|5100556.845415149|2
-9290117.899062298|5100544.044124522|2
-9290120.014132623|5100545.9792022435|3
-9290923.295578187|5101083.797063951|2
-9290893.795913126|5101251.713153357|3
-9290908.15612744|5101264.81311354|3
-9291339.964432226|5101656.033793511|2
-9291427.572871482|5101733.743907452|3
-9291545.12625376|5101838.5493479585|3
-9291682.71714438|5101961.6674269|2
-9291526.090620833|5102004.543258952|3
-9290394.973274883|5101488.40837025|3
-9290199.273610068|5101484.388968835|5
-9290164.875887413|5101800.438146383|3
-9290080.050435428|5101816.367419273|3
-9290076.599531215|5101987.720427033|2
-9290219.979035355|5102004.245509456|3
-9290389.741258817|5102026.725622174|8
-9290078.269323576|5102153.568038786|3
-9290078.93724052|5102296.34219925|3
-9290079.493837975|5102560.159891675|3
-9290222.205425171|5102558.819941518|3
-9290390.409175761|5102558.522174842|3
-9291525.64534287|5102137.489329895|2
-9291532.324512318|5102285.920655886|2
-9291527.871732684|5102450.731244765|2
-9291428.574746897|5102555.842275177|2
-9291325.270259442|5102557.033341602|3
-9291527.315135231|5102555.097858737|2
-9291579.301337432|5102554.502325627|3
-9291719.34125685|5102551.524660621|3
-9291853.147284783|5102549.738062063|3
-9291828.7683163|5102550.0358284665|2
-9292129.776219405|5102548.398113365|3
-9291992.296648275|5102548.546996544|2
-9291840.011584869|5102102.056714559|2
-9291916.599394536|5102169.944529214|5
-9291993.521162674|5102238.874972283|3
-9292069.99765285|5102307.21039223|3
-9292284.510311607|5102338.177365701|2
-9292413.974879399|5102129.301108854|2
-9292413.752240418|5102337.581846039|2
-9292147.030740477|5102375.992939855|3
-9292281.504685357|5102546.909281692|2
-9292970.572333368|5102540.656191198|2
-9292884.745005965|5102531.425446|3
-9292286.068784479|5101937.847602901|2
-9291760.974746406|5102031.638501497|3
-9292275.716071835|5100818.531350062|3
-9293153.692895722|5100440.294758863|3
-9294081.540851483|5101014.428330513|2
-9293633.145942569|5100435.978095044|3
-9293903.540985705|5100444.611424626|3
-9294213.677087056|5100441.485563018|3
-9294356.833952215|5100797.54262479|2
-9294446.780100778|5100587.806746713|3
-9294447.002739757|5100508.617385893|3
-9294446.000864342|5100438.955104369|3
-9294453.12531175|5100976.022680644|2
-9293454.366840353|5102383.436968051|3
-9293577.708836153|5102507.901974158|2
-9294417.391755207|5103653.919336585|3
-9294414.942726409|5103545.520517597|2
-9294412.15973914|5103436.378437353|4
-9294201.097984597|5103437.27181906|3
-9294202.879096448|5103547.753997402|2
-9294292.379967045|5103657.046243752|3
-9294161.02296791|5103667.469274989|4
-9293629.47239937|5103673.127496684|3
-9293522.160410248|5103664.4912649095|2
-9293055.620424334|5102704.428951853|2
-9293113.395240054|5102814.902700292|2
-9293171.72665323|5102926.866609754|2
-9293230.058066405|5103038.980715219|3
-9293288.61211856|5103150.947236906|2
-9292920.701201491|5102963.642274347|3
-9292874.16965434|5103016.051561959|2
-9292912.352239683|5103049.403075704|3
-9292969.459138459|5103098.983888323|3
-9292986.713659532|5103114.021963158|2
-9292832.424845291|5103134.866858308|2
-9292648.747685483|5103199.039640973|2
-9292587.521965547|5102888.155535987|2
-9292885.858200874|5102743.288171324|2
-9292506.704015229|5102695.198049263|2
-9292510.488877919|5102698.622415317|2
-9292514.051101623|5102701.600125922|2
-9292528.74527441|5103401.98330484|2
-9291964.800734049|5103314.432614275|2
-9291942.64815538|5103294.778487314|2
-9291817.747686712|5103316.368250167|3
-9291834.33429084|5103297.458593167|2
-9292014.449226942|5103637.391415625|2
-9291970.70066706|5103638.582616185|2
-9291755.74273034|5103640.220517195|2
-9291815.743935877|5103639.773816892|2
-9291884.428061696|5103639.178216519|2
-9292287.293298876|5103621.459122346|2
-9292829.196580058|5103648.558926673|4
-9292926.26717603|5103651.388031532|3
-9292826.52491228|5103301.925437918|3
-9293161.485260077|5103265.595160871|2
-9293140.891154282|5103247.7278619185|3
-9293220.261951216|5103316.666040339|3
-9293255.327590816|5103347.189581927|3
-9293346.386934286|5103243.856618192|2
-9293312.545809085|5103397.516413552|2
-9293389.13361875|5103463.775514161|3
-9293434.32933201|5103502.93560203|2
-9293233.620290112|5103658.386347133|2
-9293029.571663486|5103654.068236905|3
-9293130.093163673|5103656.00394125|2
-9293031.798053304|5103697.547228556|2
-9293333.251234371|5103660.470952768|3
-9293426.091689693|5103661.2154548885|2
-9292012.334156618|5103905.713073416|5
-9291994.63435758|5103922.837074104|5
-9291757.078564228|5103931.324633587|3
-9291886.09785406|5103928.644350832|3
-9293528.06034326|5103829.176608794|2
-9293603.646277508|5103834.388216411|3
-9293952.298922673|5103951.873492876|2
-9294297.834622094|5103877.123505535|2
-9294299.059136493|5103975.996122932|2
-9294223.807160717|5103964.679325975|2
-9294424.516202617|5103979.272040325|2
-9298308.675875375|5103914.200617764|2
-9297394.408897491|5103840.046536452|5
-9297394.07493902|5103918.518844964|2
-9297102.52919263|5103597.33738282|3
-9297923.844395705|5103583.340845692|2
-9298112.308293618|5103579.618365847|2
-9298115.759197831|5103725.689557541|3
-9298301.996705929|5103713.628549304|3
-9298431.906551683|5103717.648883702|2
-9298558.588132206|5103720.924712972|2
-9298299.436357642|5103573.364602951|2
-9298467.194830265|5103129.506738089|3
-9298466.749552302|5103005.629237665|2
-9298300.215594076|5103005.033676618|3
-9298301.106150001|5102884.1355488105|3
-9298571.83515161|5102885.177767545|2
-9296572.203138491|5103603.144462725|3
-9296551.831671676|5102515.494987254|3
-9296537.026179401|5101721.387659565|3
-9298289.974200923|5100637.374855457|3
-9298300.438233057|5101618.667659853|3
-9298300.215594076|5101895.56756077|2
-9297960.357188683|5101621.049560453|3
-9298300.215594076|5102139.275851774|2
-9298572.503068555|5102576.983726189|3
-9298694.397910975|5102577.132609812|2
-9298817.405948302|5102577.132609812|3
-9298938.744193265|5102577.430377066|3
-9299057.18813147|5102578.174795236|2
-9299530.407286832|5102577.728144324|2
-9300305.302262245|5102567.604062604|3
-9299419.978351966|5102017.941995711|2
-9299409.29168085|5101015.619205833|3
-9299409.29168085|5101036.161828308|2
-9299424.87640956|5100680.244777368|2
-9299914.348210579|5100890.578103405|3
-9300340.590540826|5100889.089528653|3
-9300347.492349256|5100884.623805787|3
-9300352.16776787|5100903.826428838|2
-9300375.433541445|5101058.639675695|2
-9300375.656180425|5101076.651763546|3
-9300260.885785418|5101451.3406209545|4
-9300832.956648605|5101371.846411976|3
-9300889.395630436|5101374.972576308|3
-9301138.083372869|5101239.357525466|2
-9300853.32811542|5101325.102933297|4
-9300928.023493743|5101194.549899799|2
-9300982.124766268|5101110.740848688|3
-9301138.30601185|5101096.89679516|2
-9301164.688731167|5100904.868432738|3
-9301139.64184574|5100923.624522253|2
-9300495.213313539|5101066.678123952|4
-9300515.696099844|5100814.958797842|5
-9301228.02952143|5100747.527123853|3
-9301321.315254714|5100757.202721277|3
-9301321.092615733|5100627.550525297|4
-9301321.092615733|5100574.261151876|5
-9301607.072387582|5100496.411565028|3
-9301939.69502607|5100679.649360475|2
-9301940.140304035|5100929.578844041|2
-9301896.280424662|5101094.515024518|3
-9301604.06676133|5100928.53683746|3
-9301295.711771833|5101069.506468456|5
-9301270.219608441|5101094.663885166|5
-9301602.730927441|5101260.942668899|3
-9301471.039969832|5101397.6000818005|3
-9301378.422153492|5101372.88846664|3
-9301602.063010497|5101437.198344658|3
-9301830.379286112|5101439.282468279|2
-9301878.135347662|5101228.0439524185|2
-9301927.895160047|5101439.877932257|2
-9301943.925166722|5101439.729066258|3
-9302045.671181306|5101442.110922485|3
-9301602.730927441|5101814.878701062|3
-9301013.40554318|5101951.990616276|3
-9301891.71632554|5102070.941626527|3
-9302006.598040039|5102457.728685556|4
-9301845.852695333|5102618.075693669|8
-9301887.59750438|5102578.919213465|4
-9301939.806345563|5102712.171006027|3
-9301827.03970139|5102645.917090382|4
-9301605.6252342|5102656.934563779|3
-9301481.281362984|5102657.976757859|3
-9301358.49596464|5102659.018952056|3
-9301529.705341479|5102921.059938742|4
-9301634.790940788|5102836.6402721|6
-9301405.695428737|5103050.594203337|4
-9301354.37714348|5103125.4866498895|3
-9301283.243988864|5103177.152356012|3
-9301829.043452224|5103133.973504728|4
-9301829.266091205|5103266.637421004|3
-9302053.24090668|5103528.546088059|3
-9301940.585582|5103528.546088059|3
-9301837.16977505|5103522.143460146|3
-9301681.879085395|5103248.770120111|2
-9300958.63635371|5103525.717019387|8
-9301235.376607822|5102659.465606747|2
-9301109.362944243|5102659.91226146|3
-9299696.495967096|5102728.697334854|2
-9299428.104674794|5102898.577732805|2
-9299305.430595938|5102897.23773544|3
-9299059.414521286|5102782.147548017|3
-9298694.84318894|5102885.326655944|2
-9298869.614789484|5102896.939958272|2
-9298694.731869446|5103005.182566876|2
-9299428.99523072|5103010.542617707|3
-9299429.551828174|5103130.102306858|3
-9299429.774467157|5103246.090027845|3
-9299429.551828174|5103364.759274248|2
-9299428.99523072|5103489.236997998|3
-9299142.458861418|5103365.503753444|2
-9299140.12115211|5103245.345557901|3
-9299090.917937182|5103244.898875966|2
-9298685.714990694|5103725.093951842|2
-9298893.771118985|5103731.198912021|2
-9299144.573931742|5103739.090695567|2
-9299169.064219717|5103739.5374004925|2
-9299298.417468019|5103741.770925417|2
-9299308.102263719|5103741.919827097|2
-9299429.440508682|5103609.844943901|2
-9299440.127179798|5103710.650524912|3
-9302162.222688168|5103659.577550297|2
-9302589.800852304|5103418.659717343|3
-9302594.92154888|5103377.117636405|4
-9302623.085380051|5103404.067854819|3
-9302757.002727475|5103225.989359682|2
-9302595.812104808|5103313.83703408|3
-9302475.030457295|5103283.760282216|2
-9302476.143652206|5103453.054909578|3
-9302327.866090467|5103330.811084136|3
-9302333.76602348|5103132.782366756|4
-9302338.10748362|5103132.782366756|2
-9302475.253096277|5103157.20072474|2
-9302475.58705475|5103132.63347452|2
-9302475.698374242|5102988.804652311|3
-9302477.256847112|5102643.386050985|2
-9302476.81156915|5102804.1828199765|2
-9302620.525031762|5102643.8327049455|3
-9302830.028313436|5102657.530103239|5
-9302916.746196764|5102657.976757859|3
-9303003.13012162|5102753.710210949|3
-9302888.805004574|5103070.694504422|3
-9302819.898239773|5103054.614260186|5
-9302602.713913236|5103160.476362852|3
-9303107.993081946|5103100.6216973085|2
-9303177.011166237|5103001.162530714|3
-9303106.545928566|5102984.635733065|5
-9303045.988125574|5102825.473705095|3
-9303042.314582378|5102686.413811489|5
-9303361.912840446|5102687.902664781|5
-9303402.655774076|5102761.601191326|3
-9303128.587187745|5102039.0822628345|4
-9303225.212505752|5101988.762548509|3
-9303305.807817087|5101947.822147013|3
-9303455.643851696|5101869.514810573|3
-9303491.934005693|5102641.152781479|3
-9303296.123021388|5102563.286442759|4
-9303017.824294405|5102535.147519611|5
-9303143.837957982|5102475.743397003|2
-9303164.65470276|5102484.080795558|8
-9303245.250014095|5102269.692846584|2
-9303423.138560383|5102179.174927031|3
-9302809.54552713|5102202.102082566|3
-9302685.090336423|5102262.100027791|3
-9302691.324227907|5102259.569089531|3
-9302600.264884438|5102288.302721941|3
-9302853.962003957|5102582.641305477|3
-9302893.70306217|5102638.770627915|2
-9302331.0943557|5102364.23138706|3
-9302325.41706167|5102365.720190412|2
-9302158.43782548|5102412.468733148|2
-9302475.253096277|5102323.140505539|2
-9302509.31686046|5102313.761089834|2
-9302510.65269435|5102083.744951984|3
-9302171.907483866|5102010.6471256|3
-9302352.356378442|5101825.001989451|3
-9302679.969639847|5101800.735889556|2
-9302694.775132122|5101478.880902959|3
-9302682.418668645|5101612.117436257|3
-9302681.86207119|5101491.981172924|3
-9302442.636485476|5101559.566940421|7
-9302357.031797055|5101563.88410913|5
-9302408.795360275|5101594.699817967|4
-9302515.662071437|5101660.946483248|3
-9302197.399647258|5101670.623000687|3
-9302300.258856751|5101529.6445485735|6
-9302299.702259297|5101478.4343031645|5
-9302268.866760347|5101514.311219716|2
-9302503.973524902|5101439.282468279|4
-9302155.54351872|5100929.429985952|4
-9302282.00246026|5100929.578844041|3
-9302493.73213175|5100930.91856695|3
-9302903.276538378|5101267.194926398|2
-9302693.995895687|5101291.310814878|3
-9302694.44117365|5101439.729066258|3
-9303231.335077746|5100933.746871487|4
-9303110.887388708|5100829.249014699|3
-9303136.379552098|5100844.730106946|2
-9303187.809156844|5100794.416648354|2
-9303209.51645755|5100677.714255834|3
-9303283.321279947|5100683.817279496|4
-9303399.650147824|5100763.454650953|4
-9303778.581694486|5100385.666776988|3
-9302691.101588925|5100756.607299617|4
-9302684.64505846|5099822.733840322|3
-9302684.64505846|5099845.208848998|2
-9302873.888192808|5099821.989635636|4
-9303554.161601046|5099962.794188469|3
-9303775.353429252|5099904.299023269|2
-9303768.117662352|5099904.1501810625|2
-9303386.848406384|5099853.395123494|3
-9303431.487522192|5099659.903228413|3
-9303775.353429252|5099298.5303383805|3
-9303775.798707217|5099226.197858506|3
-9303777.579819068|5098450.815969074|3
-9303775.910026707|5099141.810653467|2
-9304380.820139676|5098636.098275026|2
-9303986.415183797|5098517.487423553|2
-9304638.413441373|5098169.550862071|3
-9305042.614512444|5098300.955704993|3
-9305256.570573747|5099037.183454704|2
-9305089.257379085|5099571.791287361|3
-9304944.208082583|5099332.613115356|2
-9305112.30051368|5099173.660410983|3
-9304716.337084929|5099546.489021177|2
-9304094.506409356|5100137.537591685|2
-9306653.407544222|5098221.785188106|2
-9306110.836346095|5098681.042794429|2
-9305821.850947997|5098851.446937874|2
-9306022.893948369|5098788.791438681|2
-9306049.49930667|5098713.635143626|3
-9305650.418932175|5098666.16047996|2
-9305923.708282072|5098412.122926357|3
-9306047.384236343|5098294.556560041|2
-9306038.033399116|5098303.485600684|2
-9306162.599909315|5098186.069378926|2
-9306440.342038844|5098160.324315467|2
-9306455.481489591|5098146.782142135|3
-9306326.0169218|5098031.7488458445|3
-9305618.136279844|5097764.0376177095|3
-9306402.493411973|5097958.97946384|2
-9305920.034738876|5097497.821895553|2
-9305919.700780403|5097140.250279102|3
-9305919.923419386|5096933.71892659|4
-9306137.886982359|5096892.204874809|2
-9306197.442909934|5096889.972941621|2
-9306751.480015611|5097353.482188803|3
-9306685.801516043|5096873.307856858|4
-9306845.544985332|5096855.303645968|3
-9306743.353692783|5097508.833467322|5
-9306804.8020517|5097580.4089913545|3
-9306795.451214474|5097589.337368542|3
-9306590.845990397|5097782.043530884|2
-9308303.051078288|5096313.556346523|3
-9308240.26688548|5096062.85418377|3
-9308349.026027985|5096006.316914047|3
-9308707.697427321|5095827.185234073|3
-9308268.764675122|5095844.592402072|3
-9307371.195620857|5095884.019010233|2
-9307293.605935773|5095923.445780091|3
-9307042.357845053|5095711.584584753|4
-9306744.132929217|5095728.5452107685|3
-9306649.956640007|5095858.577670992|4
-9306702.944717625|5096048.422270155|3
-9306826.286713423|5096154.207211748|3
-9307086.551682899|5096129.657859974|2
-9307062.95195085|5096134.86529299|3
-9306989.258447943|5096150.041256726|3
-9307029.22214514|5096039.197759403|3
-9306935.15717542|5096049.761312776|4
-9307053.601113623|5096033.097684574|2
-9307005.733732583|5096319.656599318|3
-9307006.84692749|5096474.693591824|2
-9307282.362667203|5096432.28879171|2
-9307030.891937502|5096709.336867119|3
-9307106.255232768|5096641.338828877|3
-9307124.845587732|5096624.227800911|3
-9306816.713237217|5096671.246003073|3
-9306688.13922535|5096778.525736737|5
-9306644.94726292|5096473.652068176|2
-9306646.839694265|5096499.987772192|3
-9306828.624422729|5096315.0442127|3
-9306649.288723063|5096380.064189667|2
-9306201.005133636|5096400.150541489|4
-9306412.512166144|5096400.001753544|2
-9306198.890063312|5096772.127605317|3
-9305920.257377857|5096755.016344536|3
-9305921.593211746|5096491.20919617|3
-9305727.674658785|5096043.214883966|3
-9305922.483767673|5096044.107578541|2
-9305922.372448184|5096235.890051706|3
-9306412.957444109|5096046.488097816|2
-9306204.010759888|5096045.44662056|3
-9306079.444249691|5096044.702708301|4
-9306367.761730844|5095744.166866467|3
-9306434.998703284|5095710.691921054|3
-9306100.483633451|5095703.699391622|3
-9305670.122482045|5095789.395422293|2
-9305568.48778695|5095768.268899338|3
-9305377.908818712|5096040.23923598|8
-9305109.6288459|5096039.6441064915|3
-9304791.589060705|5096021.7902390305|2
-9303951.90614165|5095763.2104429845|5
-9303949.345793363|5096008.251078303|4
-9303957.026838228|5096035.478201119|4
-9303942.666623915|5096035.329418816|4
-9303949.345793363|5096122.218674845|4
-9304315.36427909|5096209.852641207|2
-9304521.082698077|5096038.453847631|2
-9304679.379013985|5096021.195110683|4
-9304343.194151789|5096440.769736767|2
-9304166.864078373|5096618.127354826|5
-9304073.800984068|5096600.569995025|3
-9304066.231258694|5096790.280454403|3
-9304052.205002856|5096807.838160718|3
-9304146.158653086|5096821.97362555|3
-9304151.390669152|5096824.056748441|3
